"","X","Country","Date","Annual.GDP","GDP.per.capita","Debt","Debt.Per.Capita","Deficit...M...","Expenditure..M...","Expenditure.Per.Capita","Corruption.Index","Exports","Exports...GDP","Imports","Imports...GDP","Population","Fertility.Rate","Crude.death.rate","HDI","Life.expectancy","CO2.Tons.per.capita","Continent","status"
"431",431,"Honduras",2006,10842,1438,4250,564,-147,2644.6,351,25,5276.6,0.4867,7303.3,0.6736,7541000,3.42,0.00474,0.586,72.29,0.96,"North America","Developing"
"432",432,"Honduras",2005,9672,1312,5375,729,-3,2282.3,310,26,5048,0.5219,6544.6,0.6767,7373000,3.55,0.00481,0.58,72.03,1.06,"North America","Developing"
"433",433,"Honduras",2004,8772,1218,5345,742,-217,2241.7,311,20,4533.9,0.5169,5827.2,0.6643,7204000,3.68,0.00488,0.574,71.77,1.09,"North America","Developing"
"434",434,"Honduras",2003,8140,1157,5517,784,-415,2152.9,306,23,3754,0.4612,4774.1,0.5865,7034000,3.82,0.00496,0.568,71.51,0.98,"North America","Developing"
"435",435,"Honduras",2002,7775,1133,4999,728,-390,2085.9,304,27,3744.9,0.4817,4381.6,0.5635,6863000,3.96,0.00504,0.563,71.25,0.91,"North America","Developing"
"436",436,"Hong Kong",2016,320877,43496,193,26,14314,59544.4,8072,77,516634.7,1.6101,546519.9,1.7032,7377000,1.21,0.0064,0.93,84.23,6.26,"Asia","Developing"
"437",437,"Hong Kong",2015,309359,42322,193,26,1854,56186.9,7686,75,510485.9,1.6502,558770.2,1.8062,7310000,1.2,0.0063,0.927,84.28,6.16,"Asia","Developing"
"438",438,"Hong Kong",2014,291438,40182,193,27,10634,51076.4,7042,74,524130,1.7985,600765,2.0615,7253000,1.24,0.0062,0.923,83.98,6.77,"Asia","Developing"
"439",439,"Hong Kong",2013,275673,38230,1443,200,2811,55891.4,7751,75,535546,1.9427,622277,2.2573,7211000,1.13,0.006,0.915,83.83,6.54,"Asia","Developing"
"440",440,"Hong Kong",2012,262601,36620,1443,201,8351,48611.3,6779,77,492907.5,1.877,553486.5,2.1077,7171000,1.29,0.0061,0.911,83.48,6.45,"Asia","Developing"
"441",441,"Hong Kong",2011,248484,34951,1440,203,9467,46771.5,6578,84,455573.4,1.8333,510854.7,2.0558,7110000,1.2,0.006,0.904,83.42,6.56,"Asia","Developing"
"442",442,"Hong Kong",2010,228644,32422,1444,205,9661,38758,5496,84,400692,1.7525,441369.2,1.9304,7052000,1.13,0.006,0.901,82.98,6.08,"Asia","Developing"
"443",443,"Hong Kong",2009,214048,30594,1447,207,3347,37778.2,5400,82,329421.9,1.5389,352240.7,1.6455,6996000,1.06,0.0059,0.898,82.78,6.71,"Asia","Developing"
"444",444,"Hong Kong",2008,219279,31488,1887,271,186,40473,5812,80,370241.8,1.6886,392962.4,1.7923,6964000,1.06,0.006,0.896,82.38,6.28,"Asia","Developing"
"445",445,"Hong Kong",2007,211583,30495,2233,322,15847,30093.8,4338,83,349385.6,1.6511,370132.5,1.7491,6938000,1.03,0.0057,0.887,82.33,6.46,"Asia","Developing"
"446",446,"Hong Kong",2006,193515,28028,2246,325,7543,29529.1,4277,83,322668.8,1.6674,335753.8,1.7351,6904000,0.98,0.0055,0.883,82.38,6.25,"Asia","Developing"
"447",447,"Hong Kong",2005,181556,26552,2570,376,1794,29949.5,4380,83,292119,1.609,300160,1.6533,6838000,0.96,0.0057,0.871,81.63,6.14,"Asia","Developing"
"448",448,"Hong Kong",2004,169085,24874,2569,378,2743,31115,4577,80,265542.8,1.5704,272892.8,1.6139,6798000,0.92,0.0054,0.862,81.83,6.11,"Asia","Developing"
"449",449,"Hong Kong",2003,161370,23856,2569,380,-5154,31786.4,4699,80,228708.2,1.4171,233249,1.4452,6764000,0.9,0.0055,0.851,81.38,6.41,"Asia","Developing"
"450",450,"Hong Kong",2002,166336,24731,5842,869,-7915,30688.2,4563,82,201927.7,1.2139,207969,1.2503,6726000,0.94,0.0051,0.842,81.43,6.04,"Asia","Developing"
"451",451,"Hungary",2016,126045,12823,96788,9879,-2251,60208.2,6145,48,101919.7,0.7988,93880.2,0.736,9797561,1.53,0.013,0.835,76.2,5.02,"Europe","Developed"
"452",452,"Hungary",2015,123074,12487,92992,9460,-2453,63034.6,6412,51,98524.3,0.7918,91973.4,0.7392,9830485,1.45,0.0134,0.834,75.7,4.83,"Europe","Developed"
"453",453,"Hungary",2014,140083,14183,105702,10725,-3876,70714.7,7175,54,110622.3,0.7862,104896.8,0.7457,9855571,1.44,0.0128,0.833,76,4.53,"Europe","Developed"
"454",454,"Hungary",2013,135221,13646,104750,10605,-3440,67976.3,6882,54,107503.3,0.7933,100111.4,0.7388,9877365,1.35,0.0128,0.835,75.8,4.51,"Europe","Developed"
"455",455,"Hungary",2012,127857,12873,99597,10051,-2902,63247.9,6383,55,103569.8,0.8083,95175.8,0.7428,9908798,1.34,0.013,0.83,75.3,4.8,"Europe","Developed"
"456",456,"Hungary",2011,140782,14098,101435,10213,-7332,69762,7024,46,112311.7,0.7945,102439.7,0.7247,9931925,1.23,0.0129,0.827,75.1,5.16,"Europe","Developed"
"457",457,"Hungary",2010,130923,13074,104864,10501,-5756,64563.6,6466,47,95482.6,0.7276,88177.9,0.672,9985722,1.25,0.013,0.823,74.7,5.23,"Europe","Developed"
"458",458,"Hungary",2009,130594,13019,106724,10657,-6169,66715.7,6662,51,83008.1,0.6305,77760.6,0.5907,10014324,1.32,0.013,0.818,74.4,5.13,"Europe","Developed"
"459",459,"Hungary",2008,157998,15729,107815,10748,-5940,77677.4,7744,50,108504,0.6817,108940.2,0.6845,10030975,1.35,0.013,0.818,74.2,5.73,"Europe","Developed"
"460",460,"Hungary",2007,139851,13893,91126,9071,-7047,69984.7,6967,53,95399.8,0.6808,95565.3,0.6819,10045401,1.32,0.0132,0.813,73.6,5.82,"Europe","Developed"
"461",461,"Hungary",2006,115295,11441,78207,7769,-10646,59407.6,5902,52,75255.4,0.6514,78262.3,0.6774,10066158,1.34,0.0131,0.811,73.5,5.94,"Europe","Developed"
"462",462,"Hungary",2005,113035,11194,67275,6676,-8718,55890.7,5547,50,62936.4,0.5565,66552.2,0.5885,10076581,1.31,0.0135,0.804,73,5.94,"Europe","Developed"
"463",463,"Hungary",2004,104067,10286,62823,6222,-6788,50837.4,5035,40,55566.7,0.5334,60538.3,0.5811,10097549,1.28,0.0131,0.795,73,5.9,"Europe","Developed"
"464",464,"Hungary",2003,85325,8413,47904,4735,-6064,41912.5,4143,48,43094.2,0.505,47808.2,0.5602,10116742,1.27,0.0134,0.792,72.6,6.06,"Europe","Developed"
"465",465,"Hungary",2002,67717,6655,38777,3823,-5946,34601.3,3412,49,34517.3,0.5087,37754.9,0.5564,10142362,1.3,0.0131,0.784,72.6,5.79,"Europe","Developed"
"466",466,"Iceland",2016,20618,62005,10569,31238,2565,9186.6,27151,78,4436.1,0.2159,5670.1,0.2675,338349,1.74,0.0069,0.933,82.2,11.71,"Europe","Developed"
"467",467,"Iceland",2015,17389,52838,11307,34003,-138,7197.9,21646,79,4731.5,0.2728,5298.9,0.2954,332529,1.8,0.0066,0.927,82.5,11.6,"Europe","Developed"
"468",468,"Iceland",2014,17758,54528,13984,42493,-13,7793.6,23682,79,5052.6,0.2849,5374.7,0.3025,329100,1.93,0.0063,0.925,82.9,11.51,"Europe","Developed"
"469",469,"Iceland",2013,16034,49816,13114,40267,-285,6792.8,20858,78,4997.7,0.3118,5019.8,0.2983,325671,1.93,0.0067,0.92,82.1,11.7,"Europe","Developed"
"470",470,"Iceland",2012,14724,46074,12454,38694,-531,6452.7,20048,82,5063.7,0.3428,4772,0.3243,321857,2.04,0.0061,0.909,83,11.17,"Europe","Developed"
"471",471,"Iceland",2011,15159,47601,14176,44359,-820,6703.5,20976,83,5347.5,0.3526,4841.4,0.3193,319575,2.02,0.0062,0.901,82.4,11.09,"Europe","Developed"
"472",472,"Iceland",2010,13684,43081,12311,38658,-1295,6545.4,20554,85,4604.4,0.3366,3919.5,0.2864,318452,2.2,0.0064,0.891,81.9,11.47,"Europe","Developed"
"473",473,"Iceland",2009,13165,41221,10213,32154,-1246,6230.7,19616,87,4056.6,0.3085,3603.9,0.274,317630,2.23,0.0063,0.89,81.8,12.09,"Europe","Developed"
"474",474,"Iceland",2008,17905,56759,4302,13469,-2069,8775.5,27478,80,5382.5,0.3334,6204.9,0.3806,319368,2.15,0.0063,0.89,81.6,12.25,"Europe","Developed"
"475",475,"Iceland",2007,21515,69928,5560,17625,1049,8748.6,27733,92,4782.9,0.2212,6738,0.3104,315459,2.09,0.0062,0.897,81.5,11.3,"Europe","Developed"
"476",476,"Iceland",2006,17216,57409,4397,14290,1004,7039.1,22879,96,3453,0.2003,6136.8,0.3478,307672,2.08,0.0063,0.891,81.2,10.93,"Europe","Developed"
"477",477,"Iceland",2005,16813,57268,4461,14875,749,6955.3,23193,97,3091,0.1837,4979,0.2973,299891,2.05,0.0062,0.889,81.5,10.76,"Europe","Developed"
"478",478,"Iceland",2004,13835,47612,4531,15432,-45,5902.7,20106,90,2839.5,0.2084,3642.9,0.2681,293577,2.04,0.0062,0.885,81.1,10.98,"Europe","Developed"
"479",479,"Iceland",2003,11414,39567,4345,14953,-354,5063.8,17427,96,2381,0.2089,2827,0.2472,290570,1.99,0.0063,0.881,81,10.7,"Europe","Developed"
"480",480,"Iceland",2002,9295,32434,3635,12601,-259,4003.2,13877,94,2229.4,0.2396,2275,0.2438,288471,1.93,0.0063,0.875,80.6,10.92,"Europe","Developed"
"481",481,"India",2016,2289754,1729,1549911,1170,-163341,624879.4,472,40,264542.2,0.1165,361648.6,0.1593,1324509589,2.27,0.0072,0.636,68.9,1.79,"Asia","Developing"
"482",482,"India",2015,2103588,1606,1446597,1104,-151502,569099.4,434,38,267951.4,0.1249,394131.4,0.1837,1310152403,2.3,0.00719,0.627,68.61,1.75,"Asia","Developing"
"483",483,"India",2014,2039127,1574,1362339,1052,-144151,534530.1,413,38,322693.7,0.1579,462909.6,0.2265,1295604184,2.33,0.00721,0.618,68.29,1.71,"Asia","Developing"
"484",484,"India",2013,1856721,1486,1251012,1001,-129960,493873.1,395,36,314847.7,0.1645,465397.1,0.2431,1249817000,2.38,0.00725,0.607,67.93,1.58,"Asia","Developing"
"485",485,"India",2012,1827637,1482,1218429,988,-137892,499800,405,36,296828.2,0.1594,489693.9,0.2629,1233588000,2.44,0.00731,0.6,67.55,1.57,"Asia","Developing"
"486",486,"India",2011,1823052,1498,1245273,1023,-152241,504007.2,414,31,302905.4,0.1616,464462,0.2478,1217197000,2.51,0.00739,0.591,67.13,1.48,"Asia","Developing"
"487",487,"India",2010,1708460,1423,1127258,939,-147247,468537.6,390,33,226351.4,0.1371,350232.8,0.2121,1200664000,2.58,0.00749,0.581,66.69,1.42,"Asia","Developing"
"488",488,"India",2009,1365373,1153,971764,821,-130318,383436.4,324,34,164908.7,0.1268,257202.2,0.1978,1.18e+09,2.66,0.0076,0.57,66.24,1.37,"Asia","Developing"
"489",489,"India",2008,1224096,1049,890581,763,-109966,351242.8,301,30,194828.3,0.1544,321031.5,0.2543,1167212000,2.74,0.00772,0.564,65.79,1.24,"Asia","Developing"
"490",490,"India",2007,1238700,1077,916873,797,-55799,327812,285,35,150158.6,0.1278,229369.9,0.1953,1150316000,2.82,0.00784,0.556,65.35,1.19,"Asia","Developing"
"491",491,"India",2006,949118,837,731811,646,-59988,253008,223,33,121807.7,0.1324,178410,0.194,1133328000,2.9,0.00796,0.545,64.92,1.11,"Asia","Developing"
"492",492,"India",2005,834218,747,674463,604,-61434,220369.7,197,29,99616,0.1225,142870,0.1758,1116257000,2.97,0.00807,0.535,64.5,1.06,"Asia","Developing"
"493",493,"India",2004,721589,657,601273,547,-65420,201841.7,184,20,76648.6,0.1104,99775.4,0.1436,1099118000,3.04,0.00819,0.526,64.1,1.03,"Asia","Developing"
"494",494,"India",2003,618369,572,521082,482,-69470,182011.6,168,28,58962.9,0.0995,72557.7,0.1225,1081907000,3.11,0.00831,0.517,63.7,0.96,"Asia","Developing"
"495",495,"India",2002,523768,492,434267,408,-57034,149977.5,141,27,49250,0.0973,56517,0.1116,1064593000,3.18,0.00843,0.504,63.3,0.96,"Asia","Developing"
"496",496,"Indonesia",2016,932066,3606,260634,1008,-23180,156851.5,607,37,144489.8,0.1549,135652.9,0.1455,258497000,2.36,0.00642,0.691,71.04,1.96,"Asia","Developing"
"497",497,"Indonesia",2015,860741,3368,232488,910,-22407,150424.8,589,36,150366.3,0.1748,142694.8,0.1659,255588000,2.39,0.00642,0.686,70.77,1.9,"Asia","Developing"
"498",498,"Indonesia",2014,891051,3534,219869,872,-19114,165748.3,657,34,176292.7,0.1977,178178.8,0.1998,252165000,2.41,0.00644,0.683,70.48,1.89,"Asia","Developing"
"499",499,"Indonesia",2013,916646,3684,227750,915,-20319,174902.1,703,32,182551.8,0.1995,186628.7,0.204,248818000,2.44,0.00647,0.681,70.18,1.76,"Asia","Developing"
"500",500,"Indonesia",2012,919002,3745,210875,859,-14570,172993.4,705,32,190031.8,0.2068,191690.9,0.2086,245425000,2.46,0.00652,0.675,69.87,1.77,"Asia","Developing"
"501",501,"Indonesia",2011,892590,3689,206285,852,-6276,158138.3,653,30,203496.6,0.2279,177435.6,0.1987,241991000,2.47,0.00658,0.669,69.54,1.75,"Asia","Developing"
"502",502,"Indonesia",2010,755256,3178,185070,779,-9374,127429.2,536,28,157779.1,0.2088,135663.3,0.1795,237641000,2.48,0.00665,0.661,69.21,1.72,"Asia","Developing"
"503",503,"Indonesia",2009,577539,2465,153119,654,-9506,98442.2,420,28,119646,0.2061,93785.9,0.1616,234300000,2.49,0.00674,0.656,68.85,1.71,"Asia","Developing"
"504",504,"Indonesia",2008,558582,2418,169006,732,302,108346.6,469,20,139606,0.2483,127538.5,0.2268,231006000,2.5,0.00685,0.646,68.49,1.67,"Asia","Developing"
"505",505,"Indonesia",2007,470144,2064,151998,667,-4453,88046.1,387,23,118013,0.2495,93100.6,0.1969,227758000,2.51,0.00697,0.642,68.11,1.71,"Asia","Developing"
"506",506,"Indonesia",2006,396293,1765,142055,633,1476,73290.7,326,24,103527,0.2598,80649.7,0.2024,224555000,2.51,0.00709,0.641,67.72,1.67,"Asia","Developing"
"507",507,"Indonesia",2005,310815,1404,132372,598,1316,54164.3,245,22,86996.1,0.2781,75724.9,0.2421,221398000,2.51,0.0072,0.632,67.33,1.59,"Asia","Developing"
"508",508,"Indonesia",2004,279556,1281,143556,658,-728,49876.4,228,20,70766.6,0.252,54876.6,0.1954,218285000,2.52,0.0073,0.629,66.97,1.6,"Asia","Developing"
"509",509,"Indonesia",2003,255428,1187,142168,661,-2752,46439.9,216,19,64108,0.2491,42196,0.164,215216000,2.51,0.00738,0.624,66.63,1.6,"Asia","Developing"
"510",510,"Indonesia",2002,212807,1003,132760,626,-1227,36052.4,170,19,59166,0.2757,38340,0.1787,212190000,2.51,0.00743,0.618,66.32,1.48,"Asia","Developing"
"511",511,"Ireland",2016,300308,62938,222164,46435,-2081,83417.5,17435,73,130864.2,0.4352,81185.4,0.2701,4784383,1.81,0.0064,0.934,81.7,8.21,"Europe","Developed"
"512",512,"Ireland",2015,291281,61791,223735,47338,-5684,84329.4,17843,75,123361.4,0.4233,76976.5,0.2642,4726286,1.85,0.0064,0.929,81.5,8.05,"Europe","Developed"
"513",513,"Ireland",2014,258528,55390,270188,57762,-9441,97173.3,20774,74,121057.1,0.4682,82015.9,0.3174,4677627,1.89,0.0063,0.921,81.4,7.73,"Europe","Developed"
"514",514,"Ireland",2013,238296,51462,286009,61668,-14729,96429.1,20792,72,116637.1,0.4894,72133.6,0.3078,4637852,1.93,0.0064,0.911,81,7.78,"Europe","Developed"
"515",515,"Ireland",2012,224938,48848,269855,58540,-18207,94672.3,20537,69,116773.3,0.5281,62769.3,0.3133,4609779,1.98,0.0063,0.902,80.9,8.07,"Europe","Developed"
"516",516,"Ireland",2011,237640,51834,264100,57547,-30535,110936.3,24173,75,125739.9,0.5359,66605.8,0.3071,4589287,2.03,0.0062,0.895,80.9,7.95,"Europe","Developed"
"517",517,"Ireland",2010,222498,48709,191206,41831,-71288,144713.5,31660,80,116496.5,0.5286,60276.2,0.2844,4570881,2.05,0.0061,0.909,80.8,8.92,"Europe","Developed"
"518",518,"Ireland",2009,236961,52114,146015,32095,-32799,111621.1,24535,80,115927.9,0.4886,62703.9,0.2643,4549428,2.06,0.0063,0.906,80.2,9.11,"Europe","Developed"
"519",519,"Ireland",2008,276108,61143,117107,25901,-19381,115559.7,25559,70,125719.3,0.4552,83964.9,0.304,4521322,2.06,0.0063,0.908,80.2,10.43,"Europe","Developed"
"520",520,"Ireland",2007,270293,60811,64616,14495,710,97134.7,21790,75,121543.5,0.4497,83822,0.3101,4457765,2.01,0.0064,0.908,79.7,10.79,"Europe","Developed"
"521",521,"Ireland",2006,232309,53766,54860,12640,6432,78686.6,18130,74,108725.7,0.4681,73117.7,0.3148,4340118,1.91,0.0067,0.902,79.3,11.22,"Europe","Developed"
"522",522,"Ireland",2005,211849,50442,55212,13120,3315,70658.5,16791,74,109657.5,0.5179,68565.1,0.3238,4208156,1.86,0.0068,0.896,79,11.22,"Europe","Developed"
"523",523,"Ireland",2004,194137,47354,54801,13328,2513,64456.5,15676,70,104788.1,0.5395,61814.1,0.3183,4111672,1.93,0.007,0.89,78.6,10.98,"Europe","Developed"
"524",524,"Ireland",2003,164601,40933,49275,12231,560,54360.7,13493,75,92755.4,0.5633,53886.1,0.3273,4028851,1.96,0.0073,0.88,78.2,11.07,"Europe","Developed"
"525",525,"Ireland",2002,128459,32470,39279,9908,-676,42705.9,10773,69,88265.4,0.6866,52398.8,0.4076,3964191,1.97,0.0075,0.871,77.7,11.4,"Europe","Developed"
"526",526,"Israel",2016,318951,37333,197968,23173,-4369,120910.9,14153,64,60571.4,0.1898,65812.3,0.2062,8543000,3.11,0.0052,0.902,82.41,8.09,"Asia","Developing"
"527",527,"Israel",2015,299813,35791,191548,22866,-3122,113208.9,13514,61,64063.4,0.2137,62065.5,0.207,8377000,3.09,0.0053,0.901,82.05,8.29,"Asia","Developing"
"528",528,"Israel",2014,309558,37696,203791,24816,-7542,120617.1,14688,60,68507,0.2209,71479.6,0.2305,8212000,3.08,0.0052,0.899,82.15,8.23,"Asia","Developing"
"529",529,"Israel",2013,292636,36325,196383,24377,-11861,118068,14656,61,66607.2,0.2276,71102,0.2429,8056000,3.03,0.0052,0.895,82.06,8.94,"Asia","Developing"
"530",530,"Israel",2012,257180,32525,175934,22250,-11316,103836.6,13132,60,63191.1,0.2457,72270,0.281,7907000,3.05,0.0053,0.893,81.7,10.12,"Asia","Developing"
"531",531,"Israel",2011,261717,33713,179922,23177,-7804,104042.3,13402,58,67647.8,0.2586,72747.1,0.278,7763000,2.98,0.0053,0.892,81.66,9.43,"Asia","Developing"
"532",532,"Israel",2010,233733,30670,165098,21664,-8532,94370.4,12383,61,58415.2,0.2491,58704.5,0.2503,7621000,3.03,0.0052,0.887,81.6,9.72,"Asia","Developing"
"533",533,"Israel",2009,207450,27726,154816,20692,-13454,87396,11681,61,47935,0.2303,46928.4,0.2255,7482000,2.96,0.0052,0.882,81.4,9.25,"Asia","Developing"
"534",534,"Israel",2008,215960,29557,155216,21242,-7800,90822.5,12430,60,60825.1,0.2803,64531.4,0.2974,7307000,2.96,0.0054,0.88,80.95,9.59,"Asia","Developing"
"535",535,"Israel",2007,178744,24908,130549,18192,-879,73998.2,10312,61,54092,0.3021,56105.2,0.3134,7176000,2.9,0.0056,0.881,80.5,9.78,"Asia","Developing"
"536",536,"Israel",2006,153982,21836,123235,17475,-1783,66086.8,9371,59,46789.4,0.3036,47317.8,0.307,7052000,2.88,0.0055,0.872,80.55,9.67,"Asia","Developing"
"537",537,"Israel",2005,142411,20559,125515,18120,-4094,62177.8,8976,63,42770.4,0.3,44943.5,0.3152,6927000,2.84,0.0056,0.872,80.15,9.41,"Asia","Developing"
"538",538,"Israel",2004,135343,19885,123656,18169,-4805,59937.1,8807,60,38618.4,0.2848,42863.7,0.3161,6806000,2.9,0.0056,0.868,80.15,9.93,"Asia","Developing"
"539",539,"Israel",2003,126808,18963,117821,17619,-6703,59460.6,8892,70,31784.3,0.2495,36302.8,0.2849,6687000,2.95,0.0058,0.865,79.65,10.14,"Asia","Developing"
"540",540,"Israel",2002,121042,18433,109285,16641,-10375,62366.9,9497,73,29347,0.2423,35517,0.2932,6567000,2.89,0.0058,0.865,79.45,10.04,"Asia","Developing"
"541",541,"Italy",2016,1869954,30824,2529548,41749,-45225,919556.1,15177,47,461736.9,0.2461,406788.2,0.2168,60589445,1.34,0.0101,0.878,83.4,5.92,"Europe","Developed"
"542",542,"Italy",2015,1833196,30153,2484508,40954,-46874,924132.5,15233,44,456989.5,0.2491,410918.7,0.2238,60665551,1.35,0.0107,0.876,82.7,5.96,"Europe","Developed"
"543",543,"Italy",2014,2155154,35457,2926445,48136,-63874,1099499.8,18085,43,529796.6,0.2451,474394.1,0.2193,60795612,1.37,0.0098,0.874,83.2,5.78,"Europe","Developed"
"544",544,"Italy",2013,2131129,35219,2836584,46668,-61135,1091327.7,17955,43,518268.2,0.242,479447.2,0.2238,60782668,1.39,0.01,0.876,82.9,6.09,"Europe","Developed"
"545",545,"Italy",2012,2074017,34470,2640342,44238,-61470,1055802.4,17690,42,501305.8,0.2402,488599.7,0.2341,59685227,1.43,0.0103,0.874,82.4,6.63,"Europe","Developed"
"546",546,"Italy",2011,2278871,38012,2746585,46243,-82462,1128586.3,19002,39,523258.1,0.228,558787.4,0.2435,59394207,1.44,0.01,0.875,82.4,6.98,"Europe","Developed"
"547",547,"Italy",2010,2128870,35655,2545748,42883,-90564,1066493.8,17965,39,447300.9,0.2094,487048.7,0.228,59364690,1.46,0.0099,0.87,82.2,7.15,"Europe","Developed"
"548",548,"Italy",2009,2191442,36862,2564874,43333,-112661,1124418,18997,43,406909.4,0.185,415104.6,0.1887,59190143,1.45,0.01,0.868,81.8,6.99,"Europe","Developed"
"549",549,"Italy",2008,2400232,40658,2556714,43334,-61757,1152182.1,19528,40,542748.1,0.2253,561919.4,0.2333,59000586,1.45,0.0099,0.868,81.7,7.89,"Europe","Developed"
"550",550,"Italy",2007,2206116,37685,2298843,39194,-29662,1035386.7,17653,52,499881.5,0.2259,511662.2,0.2312,58652875,1.4,0.0098,0.866,81.6,8.17,"Europe","Developed"
"551",551,"Italy",2006,1944365,33342,2080919,35740,-70507,931761.9,16003,49,416875.4,0.2138,442554.7,0.227,58223744,1.37,0.0096,0.862,81.4,8.33,"Europe","Developed"
"552",552,"Italy",2005,1854377,31936,1980031,34101,-75863,877861.8,15119,50,373134.7,0.2008,384790.2,0.2071,58064214,1.34,0.0098,0.857,80.9,8.46,"Europe","Developed"
"553",553,"Italy",2004,1800804,31250,1898591,32805,-62847,846899.4,14633,40,353781.8,0.1958,355300.7,0.1967,57874753,1.34,0.0095,0.852,80.9,8.49,"Europe","Developed"
"554",554,"Italy",2003,1572721,27495,1664304,28946,-50764,744260.6,12945,53,299333.2,0.1897,297519.2,0.1886,57495900,1.29,0.0102,0.847,80.1,8.35,"Europe","Developed"
"555",555,"Italy",2002,1271649,22310,1357973,23770,-36635,596265.1,10437,52,254426.5,0.1993,247015.2,0.1935,57130506,1.27,0.0098,0.842,80.4,8.08,"Europe","Developed"
"556",556,"Ivory Coast",2016,35297,1482,17086,717,-1413,8458.4,355,34,10875.6,0.3081,8404.1,0.2381,23822714,4.76,0.0105,0.486,56.57,0.55,"Africa","Developing"
"557",557,"Ivory Coast",2015,33131,1397,15658,660,-935,7556.7,319,32,11730.5,0.3541,9532.2,0.2877,23711000,4.81,0.01077,0.478,56.07,0.5,"Africa","Developing"
"558",558,"Ivory Coast",2014,35316,1528,15814,684,-765,7424.8,321,32,12950.8,0.3667,11177.7,0.3165,23110000,4.87,0.01108,0.465,55.51,0.48,"Africa","Developing"
"559",559,"Ivory Coast",2013,31264,1388,13556,602,-700,6852.6,304,27,12049.4,0.3854,12483,0.3993,22524000,4.92,0.01142,0.462,54.91,0.45,"Africa","Developing"
"560",560,"Ivory Coast",2012,26791,1220,12059,549,-843,5974,272,29,12123.6,0.4525,9769.7,0.3647,21954000,4.97,0.01179,0.454,54.27,0.44,"Africa","Developing"
"561",561,"Ivory Coast",2011,25670,1200,17755,830,-1025,4683.7,219,22,12635.2,0.4922,6720,0.2618,21397000,5.03,0.01218,0.445,53.62,0.36,"Africa","Developing"
"562",562,"Ivory Coast",2010,24885,1193,15677,752,-459,4971.7,238,22,11410.2,0.4585,7849.3,0.3154,20855000,5.09,0.01258,0.442,52.96,0.37,"Africa","Developing"
"563",563,"Ivory Coast",2009,24277,1194,15613,768,-336,4832.7,238,21,11326.9,0.4666,6959.9,0.2867,20327000,5.15,0.01299,0.437,52.31,0.33,"Africa","Developing"
